strain	Accession_ID	date	division	Pango_lineage	Variant	division2	pango.group	label
Canada/BC-BCCDC-298121/2021	EPI_ISL_8794619	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298121_2021
Canada/BC-BCCDC-298122/2021	EPI_ISL_8794620	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298122_2021
Canada/BC-BCCDC-298127/2021	EPI_ISL_8794625	2021-12-21	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298127_2021
Canada/BC-BCCDC-298132/2021	EPI_ISL_8794629	2021-12-21	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298132_2021
Canada/BC-BCCDC-298159/2021	EPI_ISL_8794655	2021-12-16	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298159_2021
Canada/BC-BCCDC-298194/2021	EPI_ISL_8794689	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298194_2021
Canada/BC-BCCDC-298206/2021	EPI_ISL_8794699	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298206_2021
Canada/BC-BCCDC-298207/2021	EPI_ISL_8794700	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298207_2021
Canada/BC-BCCDC-298210/2021	EPI_ISL_8794703	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298210_2021
Canada/BC-BCCDC-298215/2021	EPI_ISL_8794708	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298215_2021
Canada/BC-BCCDC-298217/2021	EPI_ISL_8794710	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298217_2021
Canada/BC-BCCDC-298342/2021	EPI_ISL_8794718	2021-12-16	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298342_2021
Canada/BC-BCCDC-298358/2021	EPI_ISL_8794734	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298358_2021
Canada/BC-BCCDC-298359/2021	EPI_ISL_8794735	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298359_2021
Canada/BC-BCCDC-298361/2021	EPI_ISL_8794737	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298361_2021
Canada/BC-BCCDC-298408/2021	EPI_ISL_8794776	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298408_2021
Canada/BC-BCCDC-298412/2021	EPI_ISL_8794780	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298412_2021
Canada/BC-BCCDC-298417/2021	EPI_ISL_8794784	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298417_2021
Canada/BC-BCCDC-298418/2021	EPI_ISL_8794785	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298418_2021
Canada/BC-BCCDC-298427/2021	EPI_ISL_8794793	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298427_2021
Canada/BC-BCCDC-298441/2021	EPI_ISL_8794805	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298441_2021
Canada/BC-BCCDC-298459/2021	EPI_ISL_8794823	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298459_2021
Canada/BC-BCCDC-298462/2021	EPI_ISL_8794826	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298462_2021
Canada/BC-BCCDC-298464/2021	EPI_ISL_8794828	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298464_2021
Canada/BC-BCCDC-298481/2021	EPI_ISL_8794844	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298481_2021
Canada/BC-BCCDC-298488/2021	EPI_ISL_8794851	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298488_2021
Canada/BC-BCCDC-298506/2021	EPI_ISL_8794866	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298506_2021
Canada/BC-BCCDC-298511/2021	EPI_ISL_8794871	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298511_2021
Canada/BC-BCCDC-298516/2021	EPI_ISL_8794874	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298516_2021
Canada/BC-BCCDC-298521/2021	EPI_ISL_8794879	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298521_2021
Canada/BC-BCCDC-298526/2021	EPI_ISL_8794884	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298526_2021
Canada/BC-BCCDC-298538/2021	EPI_ISL_8794894	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298538_2021
Canada/BC-BCCDC-298542/2021	EPI_ISL_8794898	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298542_2021
Canada/BC-BCCDC-298561/2021	EPI_ISL_8794915	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298561_2021
Canada/BC-BCCDC-298569/2021	EPI_ISL_8794922	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298569_2021
Canada/BC-BCCDC-298570/2021	EPI_ISL_8794923	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298570_2021
Canada/BC-BCCDC-298571/2021	EPI_ISL_8794924	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298571_2021
Canada/BC-BCCDC-298595/2021	EPI_ISL_8794945	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298595_2021
Canada/BC-BCCDC-298598/2021	EPI_ISL_8794948	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298598_2021
Canada/BC-BCCDC-298612/2021	EPI_ISL_8794962	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298612_2021
Canada/BC-BCCDC-298624/2021	EPI_ISL_8794973	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298624_2021
Canada/BC-BCCDC-298637/2021	EPI_ISL_8794986	2021-12-15	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298637_2021
Canada/BC-BCCDC-298642/2021	EPI_ISL_8794990	2021-12-15	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298642_2021
Canada/BC-BCCDC-298660/2021	EPI_ISL_8795001	2021-12-15	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298660_2021
Canada/BC-BCCDC-298683/2021	EPI_ISL_8795017	2021-12-15	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298683_2021
Canada/BC-BCCDC-298697/2021	EPI_ISL_8795029	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298697_2021
Canada/BC-BCCDC-298722/2021	EPI_ISL_8795051	2021-12-15	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298722_2021
Canada/BC-BCCDC-298746/2021	EPI_ISL_8795069	2021-12-14	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298746_2021
Canada/BC-BCCDC-298770/2021	EPI_ISL_8795091	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298770_2021
Canada/BC-BCCDC-298775/2021	EPI_ISL_8795096	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298775_2021
Canada/BC-BCCDC-298779/2021	EPI_ISL_8795099	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298779_2021
Canada/BC-BCCDC-298787/2021	EPI_ISL_8795107	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298787_2021
Canada/BC-BCCDC-298788/2021	EPI_ISL_8795108	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298788_2021
Canada/BC-BCCDC-298807/2021	EPI_ISL_8795126	2021-12-21	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298807_2021
Canada/BC-BCCDC-298820/2021	EPI_ISL_8795139	2021-12-16	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298820_2021
Canada/BC-BCCDC-298824/2021	EPI_ISL_8795143	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298824_2021
Canada/BC-BCCDC-298831/2021	EPI_ISL_8795150	2021-12-15	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298831_2021
Canada/BC-BCCDC-298832/2021	EPI_ISL_8795151	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298832_2021
Canada/BC-BCCDC-298838/2021	EPI_ISL_8795156	2021-12-16	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298838_2021
Canada/BC-BCCDC-298877/2021	EPI_ISL_8795191	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298877_2021
Canada/BC-BCCDC-298879/2021	EPI_ISL_8795193	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298879_2021
Canada/BC-BCCDC-298884/2021	EPI_ISL_8795198	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298884_2021
Canada/BC-BCCDC-298885/2021	EPI_ISL_8795199	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298885_2021
Canada/BC-BCCDC-298887/2021	EPI_ISL_8795201	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298887_2021
Canada/BC-BCCDC-298890/2021	EPI_ISL_8795204	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298890_2021
Canada/BC-BCCDC-298892/2021	EPI_ISL_8795206	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298892_2021
Canada/BC-BCCDC-298893/2021	EPI_ISL_8795207	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298893_2021
Canada/BC-BCCDC-298899/2021	EPI_ISL_8795213	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298899_2021
Canada/BC-BCCDC-298903/2021	EPI_ISL_8795217	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298903_2021
Canada/BC-BCCDC-298905/2021	EPI_ISL_8795219	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298905_2021
Canada/BC-BCCDC-298906/2021	EPI_ISL_8795220	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298906_2021
Canada/BC-BCCDC-298943/2021	EPI_ISL_8795254	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298943_2021
Canada/BC-BCCDC-298951/2021	EPI_ISL_8795262	2021-12-19	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298951_2021
Canada/BC-BCCDC-298952/2021	EPI_ISL_8795263	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298952_2021
Canada/BC-BCCDC-298960/2021	EPI_ISL_8795269	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298960_2021
Canada/BC-BCCDC-298977/2021	EPI_ISL_8795284	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298977_2021
Canada/BC-BCCDC-298979/2021	EPI_ISL_8795286	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298979_2021
Canada/BC-BCCDC-298996/2021	EPI_ISL_8795302	2021-12-18	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-298996_2021
Canada/BC-BCCDC-299013/2021	EPI_ISL_8795318	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-299013_2021
Canada/BC-BCCDC-299033/2021	EPI_ISL_8795338	2021-12-20	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-299033_2021
Canada/BC-BCCDC-299046/2021	EPI_ISL_8795347	2021-12-17	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-299046_2021
Canada/BC-BCCDC-299072/2021	EPI_ISL_8795371	2021-12-16	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-299072_2021
Canada/BC-BCCDC-299090/2021	EPI_ISL_8795388	2021-12-16	British_Columbia	BA.1	Omicron BA.1	British_Columbia	Omicron	Canada_BC-BCCDC-299090_2021
Canada/MB-CPL-282182/2021	EPI_ISL_8558959	2021-12-17	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282182_2021
Canada/MB-CPL-282197/2021	EPI_ISL_8558966	2021-12-15	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282197_2021
Canada/MB-CPL-282199/2021	EPI_ISL_8558968	2021-12-16	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282199_2021
Canada/MB-CPL-282213/2021	EPI_ISL_8558982	2021-12-15	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282213_2021
Canada/MB-CPL-282227/2021	EPI_ISL_8558989	2021-12-15	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282227_2021
Canada/MB-CPL-282237/2021	EPI_ISL_8558998	2021-12-17	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282237_2021
Canada/MB-CPL-282288/2021	EPI_ISL_8559009	2021-12-15	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-282288_2021
Canada/MB-CPL-283623/2021	EPI_ISL_8559030	2021-12-14	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283623_2021
Canada/MB-CPL-283649/2021	EPI_ISL_8559044	2021-12-13	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283649_2021
Canada/MB-CPL-283698/2021	EPI_ISL_8559084	2021-12-13	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283698_2021
Canada/MB-CPL-283706/2021	EPI_ISL_8559090	2021-12-15	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283706_2021
Canada/MB-CPL-283708/2021	EPI_ISL_8559091	2021-12-14	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283708_2021
Canada/MB-CPL-283711/2021	EPI_ISL_8559094	2021-12-14	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283711_2021
Canada/MB-CPL-283716/2021	EPI_ISL_8559098	2021-12-14	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283716_2021
Canada/MB-CPL-283828/2021	EPI_ISL_8558948	2021-12-06	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283828_2021
Canada/MB-CPL-283908/2021	EPI_ISL_8558956	2021-12-07	Manitoba	BA.1	Omicron BA.1	Manitoba	Omicron	Canada_MB-CPL-283908_2021
Canada/NB-CHUDGLD-050122-MM00051R/2022	EPI_ISL_8715082	2022-01-05	New_Brunswick	BA.1	Omicron BA.1	New_Brunswick	Omicron	Canada_NB-CHUDGLD-050122-MM00051R_2022
Canada/NL-PHML-291160/2021	EPI_ISL_8628739	2021-12-24	Newfoundland_and_Labrador	BA.1	Omicron BA.1	Newfoundland_and_Labrador	Omicron	Canada_NL-PHML-291160_2021
Canada/NS-NML-268412/2021	EPI_ISL_8711022	2021-12-07	Nova_Scotia	BA.1	Omicron BA.1	Nova_Scotia	Omicron	Canada_NS-NML-268412_2021
Canada/NS-NML-268414/2021	EPI_ISL_8711025	2021-12-07	Nova_Scotia	BA.1	Omicron BA.1	Nova_Scotia	Omicron	Canada_NS-NML-268414_2021
Canada/NS-NML-268449/2021	EPI_ISL_8711024	2021-12-07	Nova_Scotia	BA.1	Omicron BA.1	Nova_Scotia	Omicron	Canada_NS-NML-268449_2021
Canada/NS-NML-271982/2021	EPI_ISL_8711028	2021-12-10	Nova_Scotia	BA.1	Omicron BA.1	Nova_Scotia	Omicron	Canada_NS-NML-271982_2021
Canada/ON-PHL-21-49034/2021	EPI_ISL_8577870	2021-12-11	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-49034_2021
Canada/ON-PHL-21-49077/2021	EPI_ISL_8577912	2021-12-11	Ontario	BA.1	Omicron BA.1	Ontario	Omicron	Canada_ON-PHL-21-49077_2021
Canada/SK-NML-277418/2021	EPI_ISL_8796093	2021-12-23	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277418_2021
Canada/SK-NML-277421/2021	EPI_ISL_8796096	2021-12-23	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277421_2021
Canada/SK-NML-277423/2021	EPI_ISL_8796098	2021-12-23	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277423_2021
Canada/SK-NML-277434/2021	EPI_ISL_8796109	2021-12-20	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277434_2021
Canada/SK-NML-277447/2021	EPI_ISL_8796122	2021-12-23	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277447_2021
Canada/SK-NML-277449/2021	EPI_ISL_8796124	2021-12-23	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277449_2021
Canada/SK-NML-277456/2021	EPI_ISL_8796130	2021-12-21	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-277456_2021
Canada/SK-NML-284017/2021	EPI_ISL_8796137	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284017_2021
Canada/SK-NML-284023/2021	EPI_ISL_8796142	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284023_2021
Canada/SK-NML-284036/2021	EPI_ISL_8796154	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284036_2021
Canada/SK-NML-284042/2021	EPI_ISL_8796159	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284042_2021
Canada/SK-NML-284051/2021	EPI_ISL_8796167	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284051_2021
Canada/SK-NML-284072/2021	EPI_ISL_8796185	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284072_2021
Canada/SK-NML-284076/2021	EPI_ISL_8796188	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284076_2021
Canada/SK-NML-284085/2021	EPI_ISL_8796196	2021-12-23	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284085_2021
Canada/SK-NML-284100/2021	EPI_ISL_8796209	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284100_2021
Canada/SK-NML-284213/2021	EPI_ISL_8796225	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284213_2021
Canada/SK-NML-284214/2021	EPI_ISL_8796226	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284214_2021
Canada/SK-NML-284218/2021	EPI_ISL_8796230	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284218_2021
Canada/SK-NML-284224/2021	EPI_ISL_8796235	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284224_2021
Canada/SK-NML-284226/2021	EPI_ISL_8796237	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284226_2021
Canada/SK-NML-284228/2021	EPI_ISL_8796239	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284228_2021
Canada/SK-NML-284231/2021	EPI_ISL_8796242	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284231_2021
Canada/SK-NML-284239/2021	EPI_ISL_8796249	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284239_2021
Canada/SK-NML-284245/2021	EPI_ISL_8796254	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284245_2021
Canada/SK-NML-284249/2021	EPI_ISL_8796258	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284249_2021
Canada/SK-NML-284254/2021	EPI_ISL_8796263	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284254_2021
Canada/SK-NML-284287/2021	EPI_ISL_8796290	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284287_2021
Canada/SK-NML-284290/2021	EPI_ISL_8796293	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284290_2021
Canada/SK-NML-284295/2021	EPI_ISL_8796297	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284295_2021
Canada/SK-NML-284301/2021	EPI_ISL_8796302	2021-12-26	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284301_2021
Canada/SK-NML-284309/2021	EPI_ISL_8796309	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284309_2021
Canada/SK-NML-284318/2021	EPI_ISL_8796318	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284318_2021
Canada/SK-NML-284319/2021	EPI_ISL_8796319	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284319_2021
Canada/SK-NML-284332/2021	EPI_ISL_8796332	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284332_2021
Canada/SK-NML-284336/2021	EPI_ISL_8796335	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284336_2021
Canada/SK-NML-284339/2021	EPI_ISL_8796338	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284339_2021
Canada/SK-NML-284342/2021	EPI_ISL_8796341	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284342_2021
Canada/SK-NML-284347/2021	EPI_ISL_8796346	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284347_2021
Canada/SK-NML-284352/2021	EPI_ISL_8796350	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284352_2021
Canada/SK-NML-284358/2021	EPI_ISL_8796356	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284358_2021
Canada/SK-NML-284362/2021	EPI_ISL_8796360	2021-12-24	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284362_2021
Canada/SK-NML-284380/2021	EPI_ISL_8796377	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284380_2021
Canada/SK-NML-284381/2021	EPI_ISL_8796378	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284381_2021
Canada/SK-NML-284382/2021	EPI_ISL_8796379	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284382_2021
Canada/SK-NML-284383/2021	EPI_ISL_8796380	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284383_2021
Canada/SK-NML-284385/2021	EPI_ISL_8796382	2021-12-25	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284385_2021
Canada/SK-NML-284402/2021	EPI_ISL_8796398	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284402_2021
Canada/SK-NML-284407/2021	EPI_ISL_8796403	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284407_2021
Canada/SK-NML-284411/2021	EPI_ISL_8796407	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284411_2021
Canada/SK-NML-284420/2021	EPI_ISL_8796416	2021-12-27	Saskatchewan	BA.1	Omicron BA.1	Saskatchewan	Omicron	Canada_SK-NML-284420_2021
