EPI	Date	GISAID	Location	Variant
EPI_ISL_1258178|Canada|AE.8	2020-12-01	hCoV-19/Canada/MB-NML-3015/2020	Canada	AE.8
EPI_ISL_1258183|Canada|B.1.36.8	2020-12-01	hCoV-19/Canada/MB-NML-3020/2020	Canada	B.1.36.8
EPI_ISL_1258222|Canada|AE.8	2020-11-05	hCoV-19/Canada/MB-NML-3066/2020	Canada	AE.8
EPI_ISL_1258266|Canada|B.1.36.26	2020-12-03	hCoV-19/Canada/MB-NML-5634/2020	Canada	B.1.36.26
EPI_ISL_1258299|Canada|B.1.2	2020-12-10	hCoV-19/Canada/MB-NML-5684/2020	Canada	B.1.2
EPI_ISL_1258330|Canada|B.1.36.18	2020-12-17	hCoV-19/Canada/MB-NML-16283/2020	Canada	B.1.36.18
EPI_ISL_1258364|Canada|B.1.438.1	2021-01-21	hCoV-19/Canada/MB-NML-16322/2021	Canada	B.1.438.1
EPI_ISL_1258367|Canada|AE.8	2021-01-22	hCoV-19/Canada/MB-NML-16325/2021	Canada	AE.8
EPI_ISL_1258383|Canada|B.1.239	2020-12-30	hCoV-19/Canada/MB-NML-16698/2020	Canada	B.1.239
EPI_ISL_1258384|Canada|A.23.1	2021-01-19	hCoV-19/Canada/MB-NML-16699/2021	Canada	A.23.1
EPI_ISL_1258394|Canada|B.1.1.222	2021-01-19	hCoV-19/Canada/MB-NML-16721/2021	Canada	B.1.1.222
EPI_ISL_1258402|Canada|C.8	2020-12-28	hCoV-19/Canada/MB-NML-16737/2020	Canada	C.8
EPI_ISL_1258407|Canada|B.1.2	2021-01-04	hCoV-19/Canada/MB-NML-16758/2021	Canada	B.1.2
EPI_ISL_1258409|Canada|B.1.1.461	2020-12-26	hCoV-19/Canada/MB-NML-16762/2020	Canada	B.1.1.461
EPI_ISL_1270838|Canada|B.1.1.417	2020-10-27	hCoV-19/Canada/ON-PHL-20-03111/2020	Canada	B.1.1.417
EPI_ISL_1270841|Canada|B.1.36	2020-10-11	hCoV-19/Canada/ON-PHL-20-02692/2020	Canada	B.1.36
EPI_ISL_1270850|Canada|B.1	2020-10-10	hCoV-19/Canada/ON-PHL-20-02586/2020	Canada	B.1
EPI_ISL_1270859|Canada|B.1.1.189	2020-09-29	hCoV-19/Canada/ON-PHL-20-02392/2020	Canada	B.1.1.189
EPI_ISL_1270884|Canada|B.1.422	2020-08-01	hCoV-19/Canada/ON-PHL-20-02187/2020	Canada	B.1.422
EPI_ISL_1270896|Canada|B.1.582	2020-09-25	hCoV-19/Canada/ON-PHL-20-02283/2020	Canada	B.1.582
EPI_ISL_1270913|Canada|B.1.1.176	2020-09-22	hCoV-19/Canada/ON-PHL-20-02278/2020	Canada	B.1.1.176
EPI_ISL_1270925|Canada|B.1.466	2020-11-05	hCoV-19/Canada/ON-PHL-20-03293/2020	Canada	B.1.466
EPI_ISL_1270929|Canada|B.1.1.418	2020-10-07	hCoV-19/Canada/ON-PHL-20-02571/2020	Canada	B.1.1.418
EPI_ISL_1270978|Canada|B.1.2	2020-09-10	hCoV-19/Canada/ON-PHL-20-02263/2020	Canada	B.1.2
EPI_ISL_1270979|Canada|B.1.422	2020-09-15	hCoV-19/Canada/ON-PHL-20-02505/2020	Canada	B.1.422
EPI_ISL_1270993|Canada|B.1.594	2020-07-25	hCoV-19/Canada/ON-PHL-20-02135/2020	Canada	B.1.594
EPI_ISL_1271005|Canada|B.1.1.216	2020-10-26	hCoV-19/Canada/ON-PHL-20-03183/2020	Canada	B.1.1.216
EPI_ISL_1271080|Canada|B.1.128	2020-10-21	hCoV-19/Canada/ON-PHL-20-02899/2020	Canada	B.1.128
EPI_ISL_1271089|Canada|B.1.36.38	2020-09-03	hCoV-19/Canada/ON-PHL-20-02067/2020	Canada	B.1.36.38
EPI_ISL_1271090|Canada|None	2020-08-19	hCoV-19/Canada/ON-PHL-20-02072/2020	Canada	None
EPI_ISL_1271098|Canada|B.1.389	2020-08-19	hCoV-19/Canada/ON-PHL-20-01855-v2/2020	Canada	B.1.389
EPI_ISL_1271102|Canada|B.1.147	2020-04-19	hCoV-19/Canada/ON-PHL-20-01877/2020	Canada	B.1.147
EPI_ISL_1271207|Canada|B.1.270	2020-03-28	hCoV-19/Canada/ON-PHL-20-02018/2020	Canada	B.1.270
EPI_ISL_1271243|Canada|B.1	2020-08-27	hCoV-19/Canada/ON-PHL-20-02064/2020	Canada	B.1
EPI_ISL_1271248|Canada|B.1.36	2020-08-18	hCoV-19/Canada/ON-PHL-20-02075/2020	Canada	B.1.36
EPI_ISL_1271254|Canada|B.1.1.157	2020-08-19	hCoV-19/Canada/ON-PHL-20-02092/2020	Canada	B.1.1.157
EPI_ISL_1271256|Canada|B.1.36.8	2020-09-02	hCoV-19/Canada/ON-PHL-20-02096/2020	Canada	B.1.36.8
EPI_ISL_1271258|Canada|AE.8	2020-08-27	hCoV-19/Canada/ON-PHL-20-02101/2020	Canada	AE.8
EPI_ISL_1271259|Canada|B.1.243	2020-07-24	hCoV-19/Canada/ON-PHL-20-02106/2020	Canada	B.1.243
EPI_ISL_1271283|Canada|B.1.509	2020-07-24	hCoV-19/Canada/ON-PHL-20-02138/2020	Canada	B.1.509
EPI_ISL_1271285|Canada|B.1.1.222	2020-07-25	hCoV-19/Canada/ON-PHL-20-02140/2020	Canada	B.1.1.222
EPI_ISL_1271292|Canada|B.1.1.306	2020-07-29	hCoV-19/Canada/ON-PHL-20-02149/2020	Canada	B.1.1.306
EPI_ISL_1271302|Canada|B.1.609	2020-07-30	hCoV-19/Canada/ON-PHL-20-02163/2020	Canada	B.1.609
EPI_ISL_1271315|Canada|AD.2	2020-07-29	hCoV-19/Canada/ON-PHL-20-02183/2020	Canada	AD.2
EPI_ISL_1271317|Canada|B.1.599	2020-07-29	hCoV-19/Canada/ON-PHL-20-02185/2020	Canada	B.1.599
EPI_ISL_1271319|Canada|B.1.582	2020-08-19	hCoV-19/Canada/ON-PHL-20-02191/2020	Canada	B.1.582
EPI_ISL_1271329|Canada|B.1.147	2020-08-07	hCoV-19/Canada/ON-PHL-20-02217/2020	Canada	B.1.147
EPI_ISL_1271344|Canada|B.1.574	2020-09-10	hCoV-19/Canada/ON-PHL-20-02264/2020	Canada	B.1.574
EPI_ISL_1271348|Canada|B.1.1.28	2020-09-22	hCoV-19/Canada/ON-PHL-20-02279/2020	Canada	B.1.1.28
EPI_ISL_1271361|Canada|B.1.1.417	2020-09-22	hCoV-19/Canada/ON-PHL-20-02331/2020	Canada	B.1.1.417
EPI_ISL_1271367|Canada|B.1.36.18	2020-09-26	hCoV-19/Canada/ON-PHL-20-02345/2020	Canada	B.1.36.18
EPI_ISL_1271387|Canada|B.1.1.121	2020-10-01	hCoV-19/Canada/ON-PHL-20-02416/2020	Canada	B.1.1.121
EPI_ISL_1271388|Canada|B.1.505	2020-09-09	hCoV-19/Canada/ON-PHL-20-02453/2020	Canada	B.1.505
EPI_ISL_1271393|Canada|C.36.1	2020-09-17	hCoV-19/Canada/ON-PHL-20-02498/2020	Canada	C.36.1
EPI_ISL_1271394|Canada|B.1	2020-09-19	hCoV-19/Canada/ON-PHL-20-02500/2020	Canada	B.1
EPI_ISL_1271438|Canada|B.1.1.343	2020-10-10	hCoV-19/Canada/ON-PHL-20-02604/2020	Canada	B.1.1.343
EPI_ISL_1271443|Canada|B.1.505	2020-10-13	hCoV-19/Canada/ON-PHL-20-02617/2020	Canada	B.1.505
EPI_ISL_1271455|Canada|C.36.1	2020-10-01	hCoV-19/Canada/ON-PHL-20-02653/2020	Canada	C.36.1
EPI_ISL_1271473|Canada|B.1.2	2020-10-04	hCoV-19/Canada/ON-PHL-20-02678/2020	Canada	B.1.2
EPI_ISL_1271475|Canada|B.1.1	2020-09-12	hCoV-19/Canada/ON-PHL-20-02683/2020	Canada	B.1.1
EPI_ISL_1271481|Canada|B.1.564.1	2020-10-12	hCoV-19/Canada/ON-PHL-20-02693/2020	Canada	B.1.564.1
EPI_ISL_1271494|Canada|AE.8	2020-10-12	hCoV-19/Canada/ON-PHL-20-02711/2020	Canada	AE.8
EPI_ISL_1271514|Canada|B.1.1.157	2020-10-12	hCoV-19/Canada/ON-PHL-20-02750/2020	Canada	B.1.1.157
EPI_ISL_1271524|Canada|B.1.279	2020-10-16	hCoV-19/Canada/ON-PHL-20-02764/2020	Canada	B.1.279
EPI_ISL_1271527|Canada|B.1.36	2020-09-22	hCoV-19/Canada/ON-PHL-20-02780/2020	Canada	B.1.36
EPI_ISL_1271529|Canada|B.1.611	2020-09-22	hCoV-19/Canada/ON-PHL-20-02783/2020	Canada	B.1.611
EPI_ISL_1271546|Canada|B.1.293	2020-09-26	hCoV-19/Canada/ON-PHL-20-02818/2020	Canada	B.1.293
EPI_ISL_1271571|Canada|B.1.160	2020-10-23	hCoV-19/Canada/ON-PHL-20-02862/2020	Canada	B.1.160
EPI_ISL_1271584|Canada|B.1.509	2020-10-22	hCoV-19/Canada/ON-PHL-20-02890/2020	Canada	B.1.509
EPI_ISL_1271614|Canada|B.1.36.38	2020-10-22	hCoV-19/Canada/ON-PHL-20-02935/2020	Canada	B.1.36.38
EPI_ISL_1271629|Canada|B.1.36.8	2020-10-24	hCoV-19/Canada/ON-PHL-20-02954/2020	Canada	B.1.36.8
EPI_ISL_1271633|Canada|B.1.311	2020-10-22	hCoV-19/Canada/ON-PHL-20-02959/2020	Canada	B.1.311
EPI_ISL_1271664|Canada|B.1.611	2020-10-25	hCoV-19/Canada/ON-PHL-20-02998/2020	Canada	B.1.611
EPI_ISL_1271676|Canada|B.1.36.18	2020-10-31	hCoV-19/Canada/ON-PHL-20-03017/2020	Canada	B.1.36.18
EPI_ISL_1271691|Canada|None	2020-10-18	hCoV-19/Canada/ON-PHL-20-03054/2020	Canada	None
EPI_ISL_1271699|Canada|B.1.1.135	2020-10-22	hCoV-19/Canada/ON-PHL-20-03075-v2/2020	Canada	B.1.1.135
EPI_ISL_1271731|Canada|B.1.1.25	2020-10-28	hCoV-19/Canada/ON-PHL-20-03178/2020	Canada	B.1.1.25
EPI_ISL_1271740|Canada|B.1.523	2020-11-03	hCoV-19/Canada/ON-PHL-20-03192/2020	Canada	B.1.523
EPI_ISL_1271742|Canada|B.1.509	2020-11-03	hCoV-19/Canada/ON-PHL-20-03195/2020	Canada	B.1.509
EPI_ISL_1271755|Canada|B.1.1.189	2020-10-26	hCoV-19/Canada/ON-PHL-20-03235/2020	Canada	B.1.1.189
EPI_ISL_1271799|Canada|B.1.36.36	2020-11-07	hCoV-19/Canada/ON-PHL-20-03301/2020	Canada	B.1.36.36
EPI_ISL_1271927|Canada|B.1.369	2020-11-12	hCoV-19/Canada/ON-PHL-20-03472/2020	Canada	B.1.369
EPI_ISL_1271966|Canada|B.1.279	2020-04-10	hCoV-19/Canada/ON-PHL-20-80530/2020	Canada	B.1.279
EPI_ISL_1272246|Canada|B.1.1.176	2021-02-08	hCoV-19/Canada/NB-NML-16948/2021	Canada	B.1.1.176
EPI_ISL_1272256|Canada|A.23.1	2021-02-12	hCoV-19/Canada/NB-NML-16967/2021	Canada	A.23.1
EPI_ISL_1272270|Canada|P.2	2021-02-07	hCoV-19/Canada/NB-NML-16943/2021	Canada	P.2
EPI_ISL_1272271|Canada|B.1.438.1	2021-02-04	hCoV-19/Canada/NB-NML-16626/2021	Canada	B.1.438.1
EPI_ISL_1272323|Canada|B.1.1.1	2020-12-24	hCoV-19/Canada/NS-NML-5184/2020	Canada	B.1.1.1
EPI_ISL_1272332|Canada|B.1.1.7	2021-02-13	hCoV-19/Canada/NS-NML-17001/2021	Canada	B.1.1.7
EPI_ISL_1272382|Canada|B.1.36	2020-11-01	hCoV-19/Canada/NS-NML-5481/2020	Canada	B.1.36
EPI_ISL_1272384|Canada|B.1.575	2021-02-02	hCoV-19/Canada/NS-NML-16986/2021	Canada	B.1.575
EPI_ISL_1272388|Canada|C.36	2021-02-06	hCoV-19/Canada/NS-NML-16988/2021	Canada	C.36
EPI_ISL_1272396|Canada|B.1	2020-12-17	hCoV-19/Canada/NS-NML-5208/2020	Canada	B.1
EPI_ISL_1335040|Canada|B.1.349	2020-11-01	hCoV-19/Canada/ON-PHL-20-03862/2020	Canada	B.1.349
EPI_ISL_1335045|Canada|B.1.1.176	2020-11-01	hCoV-19/Canada/ON-PHL-20-03599/2020	Canada	B.1.1.176
EPI_ISL_1335054|Canada|None	2021-02-21	hCoV-19/Canada/ON-PHL-21-04260/2021	Canada	None
EPI_ISL_1335055|Canada|B.1.279	2020-11-01	hCoV-19/Canada/ON-PHL-20-03938/2020	Canada	B.1.279
EPI_ISL_1335057|Canada|B.1.239	2021-02-23	hCoV-19/Canada/ON-PHL-21-04437/2021	Canada	B.1.239
EPI_ISL_1335058|Canada|B.1.1.519	2021-02-21	hCoV-19/Canada/ON-PHL-21-04216/2021	Canada	B.1.1.519
EPI_ISL_1335082|Canada|B.1.1.416	2020-11-01	hCoV-19/Canada/ON-PHL-20-03587-v2/2020	Canada	B.1.1.416
EPI_ISL_1335153|Canada|B.1.36	2020-11-01	hCoV-19/Canada/ON-PHL-20-03874/2020	Canada	B.1.36
EPI_ISL_1335164|Canada|C.36.1	2020-11-01	hCoV-19/Canada/ON-PHL-20-03992/2020	Canada	C.36.1
EPI_ISL_1335223|Canada|B.1.1.316	2020-11-01	hCoV-19/Canada/ON-PHL-20-03888/2020	Canada	B.1.1.316
EPI_ISL_1335225|Canada|B.1.1.39	2020-11-01	hCoV-19/Canada/ON-PHL-20-03878/2020	Canada	B.1.1.39
EPI_ISL_1335233|Canada|B.1.1.369	2020-03-01	hCoV-19/Canada/ON-PHL-20-90057-v2/2020	Canada	B.1.1.369
EPI_ISL_1335239|Canada|B.1.1.25	2020-11-01	hCoV-19/Canada/ON-PHL-20-04102/2020	Canada	B.1.1.25
EPI_ISL_1335241|Canada|B.1.2	2020-11-01	hCoV-19/Canada/ON-PHL-20-04099/2020	Canada	B.1.2
EPI_ISL_1335269|Canada|B.28	2020-03-01	hCoV-19/Canada/ON-PHL-20-90017-v2/2020	Canada	B.28
EPI_ISL_1335270|Canada|B.1.223	2020-03-01	hCoV-19/Canada/ON-PHL-20-90018-v2/2020	Canada	B.1.223
EPI_ISL_1335302|Canada|B.1.243	2020-11-01	hCoV-19/Canada/ON-PHL-20-04012/2020	Canada	B.1.243
EPI_ISL_1335303|Canada|B.1.239	2020-11-01	hCoV-19/Canada/ON-PHL-20-04013/2020	Canada	B.1.239
EPI_ISL_1335304|Canada|B.1.1.157	2020-11-01	hCoV-19/Canada/ON-PHL-20-04033/2020	Canada	B.1.1.157
EPI_ISL_1335375|Canada|B.1.480	2021-03-02	hCoV-19/Canada/ON-PHL-21-04656/2021	Canada	B.1.480
EPI_ISL_1365763|Canada|B.1.1.176	2020-10-09	hCoV-19/Canada/Qc-L00297826/2020	Canada	B.1.1.176
EPI_ISL_1365902|Canada|B.1.1.121	2020-09-14	hCoV-19/Canada/Qc-L00287487/2020	Canada	B.1.1.121
EPI_ISL_1365903|Canada|AE.8	2020-09-15	hCoV-19/Canada/Qc-L00287964/2020	Canada	AE.8
EPI_ISL_1365927|Canada|B.1.438.1	2020-09-24	hCoV-19/Canada/Qc-L00292959/2020	Canada	B.1.438.1
EPI_ISL_1365947|Canada|B.1.1.33	2020-10-06	hCoV-19/Canada/Qc-L00296701/2020	Canada	B.1.1.33
EPI_ISL_1365959|Canada|B.1.160	2020-10-09	hCoV-19/Canada/Qc-L00297600/2020	Canada	B.1.160
EPI_ISL_1366018|Canada|C.36.1	2020-09-24	hCoV-19/Canada/Qc-L00292853/2020	Canada	C.36.1
EPI_ISL_1366027|Canada|B.1.1.417	2020-09-26	hCoV-19/Canada/Qc-L00293213/2020	Canada	B.1.1.417
EPI_ISL_1368368|Canada|Q.1	2021-02-19	hCoV-19/Canada/ON-PHL-21-05779/2021	Canada	Q.1
EPI_ISL_1368561|Canada|B.1.1	2021-02-25	hCoV-19/Canada/ON-PHL-21-05970/2021	Canada	B.1.1
EPI_ISL_1368659|Canada|B.1.1.487	2021-03-01	hCoV-19/Canada/ON-PHL-21-06392/2021	Canada	B.1.1.487
EPI_ISL_1368909|Canada|B.1.36	2021-03-01	hCoV-19/Canada/ON-PHL-21-06374/2021	Canada	B.1.36
EPI_ISL_1368934|Canada|B.1.346	2021-02-28	hCoV-19/Canada/ON-PHL-21-06257/2021	Canada	B.1.346
EPI_ISL_1369003|Canada|P.2	2021-03-02	hCoV-19/Canada/ON-PHL-21-07009/2021	Canada	P.2
EPI_ISL_1378961|Canada|B.1.166	2020-03-22	hCoV-19/Canada/QC-CHUM-2008201094A/2020	Canada	B.1.166
EPI_ISL_1378974|Canada|B.1.350	2020-03-22	hCoV-19/Canada/QC-CHUM-2008200918A/2020	Canada	B.1.350
EPI_ISL_1378977|Canada|B.55	2020-03-21	hCoV-19/Canada/QC-CHUM-2008101404A/2020	Canada	B.55
EPI_ISL_1379069|Canada|B.1.471	2020-06-28	hCoV-19/Canada/QC-LAKE-S228035352/2020	Canada	B.1.471
EPI_ISL_1379079|Canada|B.1	2020-07-08	hCoV-19/Canada/QC-JOL-S3082867UW/2020	Canada	B.1
EPI_ISL_1390779|Canada|B.1.1.339	2020-03-19	hCoV-19/Canada/QC-CHUM-2007902694A/2020	Canada	B.1.1.339
EPI_ISL_1390843|Canada|B.1.320	2020-03-18	hCoV-19/Canada/QC-CHUM-2007803177A/2020	Canada	B.1.320
EPI_ISL_1390860|Canada|B.1.606	2020-10-25	hCoV-19/Canada/QC-CHUL-8142524324/2020	Canada	B.1.606
EPI_ISL_1390887|Canada|B.1.128	2020-06-01	hCoV-19/Canada/QC-JUS-V801079799/2020	Canada	B.1.128
EPI_ISL_1390894|Canada|A.1	2020-06-01	hCoV-19/Canada/QC-JUS-V802166599/2020	Canada	A.1
EPI_ISL_1390901|Canada|B.1.206	2020-06-11	hCoV-19/Canada/QC-HCLM-0065986504/2020	Canada	B.1.206
EPI_ISL_1390913|Canada|B.1.1.25	2020-10-15	hCoV-19/Canada/QC-CHIC-R4152400/2020	Canada	B.1.1.25
EPI_ISL_1390914|Canada|B.1.221	2020-10-13	hCoV-19/Canada/QC-HSCM-Q2131830GP/2020	Canada	B.1.221
EPI_ISL_1390916|Canada|B.1.1.241	2020-11-04	hCoV-19/Canada/QC-CHUM-2030905020A/2020	Canada	B.1.1.241
EPI_ISL_1390918|Canada|B.1.1	2020-10-27	hCoV-19/Canada/QC-CHUM-2030104355A/2020	Canada	B.1.1
EPI_ISL_1390928|Canada|B.1.416	2020-10-09	hCoV-19/Canada/QC-RIM-0632963203/2020	Canada	B.1.416
EPI_ISL_1391007|Canada|B.1.177	2020-10-23	hCoV-19/Canada/QC-IUCPQ-8142521228/2020	Canada	B.1.177
EPI_ISL_1400722|Canada|B.1.160	2020-11-04	hCoV-19/Canada/Qc-JUS-W304178899/2020	Canada	B.1.160
EPI_ISL_1400751|Canada|AE.8	2020-11-09	hCoV-19/Canada/Qc-HSE-5524173991/2020	Canada	AE.8
EPI_ISL_1400787|Canada|B.1.1.121	2020-11-08	hCoV-19/Canada/Qc-HSE-5524173481/2020	Canada	B.1.1.121
EPI_ISL_1403097|Canada|B.1.505	2020-09-29	hCoV-19/Canada/Qc-CHIC-R3293034/2020	Canada	B.1.505
EPI_ISL_1403125|Canada|B.1.1.33	2020-05-23	hCoV-19/Canada/Qc-JEW-Q9231682/2020	Canada	B.1.1.33
EPI_ISL_1403133|Canada|B.1.36.38	2020-10-03	hCoV-19/Canada/Qc-LAKE-S603038252/2020	Canada	B.1.36.38
EPI_ISL_1403135|Canada|B.1.1.174	2020-10-12	hCoV-19/Canada/Qc-LAKE-S612047152/2020	Canada	B.1.1.174
EPI_ISL_1403137|Canada|B.1.505	2020-10-05	hCoV-19/Canada/Qc-HSE-5524133902/2020	Canada	B.1.505
EPI_ISL_1403181|Canada|B.1.1.157	2020-09-26	hCoV-19/Canada/Qc-HSE-5524120644/2020	Canada	B.1.1.157
EPI_ISL_1403184|Canada|B.1.1.25	2020-09-27	hCoV-19/Canada/Qc-CHIC-R3270709/2020	Canada	B.1.1.25
EPI_ISL_1403212|Canada|B.1.1.192	2020-10-02	hCoV-19/Canada/Qc-CHUS-46780750/2020	Canada	B.1.1.192
EPI_ISL_1403269|Canada|AE.8	2020-10-18	hCoV-19/Canada/Qc-CHUS-46916759/2020	Canada	AE.8
EPI_ISL_1403288|Canada|B.1.515	2020-09-28	hCoV-19/Canada/Qc-HVE-Q1282268R2/2020	Canada	B.1.515
EPI_ISL_1403298|Canada|B.1.240.1	2020-10-24	hCoV-19/Canada/Qc-HVE-Q2240937R2/2020	Canada	B.1.240.1
EPI_ISL_1403306|Canada|B.1.1.417	2020-11-05	hCoV-19/Canada/Qc-HVE-Q3052165R2/2020	Canada	B.1.1.417
EPI_ISL_1403327|Canada|C.36.1	2020-11-11	hCoV-19/Canada/Qc-JOL-S7114317UW/2020	Canada	C.36.1
EPI_ISL_1404727|Canada|B.1.36.38	2020-12-29	hCoV-19/Canada/QC-HGA-U0292554/2020	Canada	B.1.36.38
EPI_ISL_1404742|Canada|B.1.1.121	2020-12-28	hCoV-19/Canada/QC-HGA-U0281260/2020	Canada	B.1.1.121
EPI_ISL_1404751|Canada|B.1.177	2020-12-26	hCoV-19/Canada/QC-HGA-U0260532/2020	Canada	B.1.177
EPI_ISL_1404762|Canada|B.1.1.329	2020-12-25	hCoV-19/Canada/QC-HGA-U0250515/2020	Canada	B.1.1.329
EPI_ISL_1404763|Canada|B.1.346	2020-12-24	hCoV-19/Canada/QC-HGA-U0250408/2020	Canada	B.1.346
EPI_ISL_1404765|Canada|B.1.438.1	2020-12-24	hCoV-19/Canada/QC-HGA-U0240922/2020	Canada	B.1.438.1
EPI_ISL_1404780|Canada|B.1.1.176	2020-11-05	hCoV-19/Canada/QC-HMR-A3053709/2020	Canada	B.1.1.176
EPI_ISL_1404810|Canada|B.1.240	2020-12-10	hCoV-19/Canada/QC-HCLM-7056191051/2020	Canada	B.1.240
EPI_ISL_1404841|Canada|B.1.160.15	2020-12-17	hCoV-19/Canada/QC-HCLM-7051552788/2020	Canada	B.1.160.15
EPI_ISL_1478205|Canada|B.1.177	2021-01-27	hCoV-19/Canada/ON-PHL-21-02169/2021	Canada	B.1.177
EPI_ISL_1478306|Canada|B.4	2020-03-21	hCoV-19/Canada/ON-PHL-20-80196/2020	Canada	B.4
EPI_ISL_1478308|Canada|B.1.177.77	2020-12-24	hCoV-19/Canada/ON-PHL-21-00301/2020	Canada	B.1.177.77
EPI_ISL_1478564|Canada|Q.1	2021-03-06	hCoV-19/Canada/ON-PHL-21-08332/2021	Canada	Q.1
EPI_ISL_1478566|Canada|B.1.1.519	2021-03-06	hCoV-19/Canada/ON-PHL-21-08337/2021	Canada	B.1.1.519
EPI_ISL_1478692|Canada|B.1.1.7	2021-03-07	hCoV-19/Canada/ON-PHL-21-08216/2021	Canada	B.1.1.7
EPI_ISL_1478724|Canada|B.1.36.8	2021-03-08	hCoV-19/Canada/ON-PHL-21-08510/2021	Canada	B.1.36.8
EPI_ISL_1478746|Canada|B.1.564.1	2021-03-12	hCoV-19/Canada/ON-PHL-21-08527/2021	Canada	B.1.564.1
EPI_ISL_1490674|Canada|B.1.36.26	2020-12-09	hCoV-19/Canada/ON-UHTC_0418/2020	Canada	B.1.36.26
EPI_ISL_1490677|Canada|B.1.1.404	2020-09-23	hCoV-19/Canada/ON-UHTC_0445/2020	Canada	B.1.1.404
EPI_ISL_1490703|Canada|B.1.111	2020-12-23	hCoV-19/Canada/ON-UHTC_0450/2020	Canada	B.1.111
EPI_ISL_1490736|Canada|B.1.523	2020-10-10	hCoV-19/Canada/ON-UHTC-0456/2020	Canada	B.1.523
EPI_ISL_1490742|Canada|AL.1	2020-12-04	hCoV-19/Canada/ON-UHTC-0472/2020	Canada	AL.1
EPI_ISL_1501316|Canada|B.1.1.1	2020-11-01	hCoV-19/Canada/ON-PHL-20-04205/2020	Canada	B.1.1.1
EPI_ISL_1501412|Canada|B.1.351	2021-02-17	hCoV-19/Canada/ON-PHL-21-03917/2021	Canada	B.1.351
EPI_ISL_1501487|Canada|AZ.6	2021-02-24	hCoV-19/Canada/ON-PHL-21-04336-v2/2021	Canada	AZ.6
EPI_ISL_1522501|Canada|B.1.234	2020-12-04	hCoV-19/Canada/QC-CHUS-473733801/2020	Canada	B.1.234
EPI_ISL_1522553|Canada|B.1.177.72	2020-12-21	hCoV-19/Canada/QC-IUCPQ-8142875501/2020	Canada	B.1.177.72
EPI_ISL_1523399|Canada|B.1.1.157	2020-05-20	hCoV-19/Canada/QC-HMR-97204348/2020	Canada	B.1.1.157
EPI_ISL_1523481|Canada|C.16	2020-12-20	hCoV-19/Canada/QC-DYN-0624452/2020	Canada	C.16
EPI_ISL_1532701|Canada|B.1.416	2020-09-11	hCoV-19/Canada/Qc-HCLM-7051316076/2020	Canada	B.1.416
EPI_ISL_1534161|Canada|B.1.1.1	2021-01-07	hCoV-19/Canada/QC-L00318145/2021	Canada	B.1.1.1
EPI_ISL_1534179|Canada|B.1.1.171	2021-01-18	hCoV-19/Canada/QC-L00320539/2021	Canada	B.1.1.171
EPI_ISL_1558883|Canada|P.1	2021-02-19	hCoV-19/Canada/ON-PHL-21-04825/2021	Canada	P.1
EPI_ISL_1558971|Canada|P.1.14	2021-02-22	hCoV-19/Canada/ON-PHL-21-05047-v2/2021	Canada	P.1.14
EPI_ISL_1558977|Canada|B.1.36.7	2021-02-25	hCoV-19/Canada/ON-PHL-21-05055-v2/2021	Canada	B.1.36.7
EPI_ISL_1558982|Canada|B.1.1.7	2021-02-25	hCoV-19/Canada/ON-PHL-21-05065-v2/2021	Canada	B.1.1.7
EPI_ISL_1559034|Canada|B.1.576	2021-02-27	hCoV-19/Canada/ON-PHL-21-05170/2021	Canada	B.1.576
EPI_ISL_1559069|Canada|B.1.1.348	2021-03-03	hCoV-19/Canada/ON-PHL-21-07232-v2/2021	Canada	B.1.1.348
EPI_ISL_1559136|Canada|B.1.1.306	2021-03-23	hCoV-19/Canada/ON-PHL-21-08952/2021	Canada	B.1.1.306
EPI_ISL_1559143|Canada|B.1.618	2021-03-23	hCoV-19/Canada/ON-PHL-21-08963/2021	Canada	B.1.618
EPI_ISL_1559154|Canada|B.1.346	2021-03-18	hCoV-19/Canada/ON-PHL-21-08981/2021	Canada	B.1.346
EPI_ISL_1559155|Canada|B.1.258.17	2021-03-16	hCoV-19/Canada/ON-PHL-21-08984/2021	Canada	B.1.258.17
EPI_ISL_1559200|Canada|B.1.596	2021-03-11	hCoV-19/Canada/ON-PHL-21-09057/2021	Canada	B.1.596
EPI_ISL_1559219|Canada|B.1.1.343	2021-03-20	hCoV-19/Canada/ON-PHL-21-09085/2021	Canada	B.1.1.343
EPI_ISL_1559224|Canada|B.1.1.121	2021-01-31	hCoV-19/Canada/ON-PHL-21-09095/2021	Canada	B.1.1.121
EPI_ISL_1559278|Canada|B.1.36.26	2021-01-07	hCoV-19/Canada/ON-PHL-21-09168/2021	Canada	B.1.36.26
EPI_ISL_1559292|Canada|B.1.111	2021-01-21	hCoV-19/Canada/ON-PHL-21-09188/2021	Canada	B.1.111
EPI_ISL_1559294|Canada|C.36.1	2021-01-26	hCoV-19/Canada/ON-PHL-21-09191/2021	Canada	C.36.1
EPI_ISL_1559301|Canada|B.1.409	2021-01-29	hCoV-19/Canada/ON-PHL-21-09203/2021	Canada	B.1.409
EPI_ISL_1559322|Canada|P.1.14	2021-03-23	hCoV-19/Canada/ON-PHL-21-09232/2021	Canada	P.1.14
EPI_ISL_1587833|Canada|B.1.596	2021-02-20	hCoV-19/Canada/NL-NML-17512/2021	Canada	B.1.596
