EPI	Date	GISAID	Location	lineage
EPI_ISL_10347419|Canada|BA.1	2022-02-05	hCoV-19/Canada/MB-CPL-350876/2022	Canada	BA.1
EPI_ISL_10347433|Canada|BA.1	2022-02-06	hCoV-19/Canada/MB-CPL-350899/2022	Canada	BA.1
EPI_ISL_10347435|Canada|BA.1	2022-02-07	hCoV-19/Canada/MB-CPL-350902/2022	Canada	BA.1
EPI_ISL_10347488|Canada|BA.1	2022-02-04	hCoV-19/Canada/MB-CPL-350835/2022	Canada	BA.1
EPI_ISL_10361886|Canada|BA.2	2022-02-02	hCoV-19/Canada/SK-NML-347996/2022	Canada	BA.2
EPI_ISL_10361892|Canada|BA.2	2022-02-01	hCoV-19/Canada/SK-NML-348002/2022	Canada	BA.2
EPI_ISL_10361934|Canada|BA.1	2022-02-03	hCoV-19/Canada/SK-NML-348050/2022	Canada	BA.1
EPI_ISL_10361966|Canada|BA.1.1	2022-02-03	hCoV-19/Canada/SK-NML-348084/2022	Canada	BA.1.1
EPI_ISL_10361974|Canada|BA.2	2022-02-03	hCoV-19/Canada/SK-NML-348092/2022	Canada	BA.2
EPI_ISL_10361975|Canada|BA.2	2022-02-03	hCoV-19/Canada/SK-NML-348093/2022	Canada	BA.2
EPI_ISL_10362024|Canada|None	2022-02-04	hCoV-19/Canada/SK-NML-348145/2022	Canada	None
EPI_ISL_10362040|Canada|BA.1.1	2022-02-05	hCoV-19/Canada/SK-NML-348162/2022	Canada	BA.1.1
EPI_ISL_10362068|Canada|BA.1.1	2022-02-06	hCoV-19/Canada/SK-NML-348193/2022	Canada	BA.1.1
EPI_ISL_10362094|Canada|BA.1	2022-02-07	hCoV-19/Canada/SK-NML-348220/2022	Canada	BA.1
EPI_ISL_10362105|Canada|BA.1.1	2022-02-07	hCoV-19/Canada/SK-NML-348232/2022	Canada	BA.1.1
EPI_ISL_10362122|Canada|BA.1	2022-02-08	hCoV-19/Canada/SK-NML-348249/2022	Canada	BA.1
EPI_ISL_10362130|Canada|AY.42	2021-12-20	hCoV-19/Canada/SK-RRPL-351529/2021	Canada	AY.42
EPI_ISL_10362181|Canada|BA.1	2022-02-02	hCoV-19/Canada/SK-RRPL-353934/2022	Canada	BA.1
EPI_ISL_10362251|Canada|BA.2	2022-02-05	hCoV-19/Canada/SK-RRPL-354248/2022	Canada	BA.2
EPI_ISL_10362252|Canada|BA.2	2022-02-04	hCoV-19/Canada/SK-RRPL-354251/2022	Canada	BA.2
EPI_ISL_10362267|Canada|BA.1.1	2022-02-03	hCoV-19/Canada/SK-RRPL-354368/2022	Canada	BA.1.1
EPI_ISL_10362289|Canada|BA.1.1	2021-06-16	hCoV-19/Canada/SK-RRPL-354439/2021	Canada	BA.1.1
EPI_ISL_10362317|Canada|AY.103.2	2021-12-12	hCoV-19/Canada/SK-RRPL-360452/2021	Canada	AY.103.2
EPI_ISL_10362332|Canada|AY.4	2021-12-13	hCoV-19/Canada/SK-RRPL-360468/2021	Canada	AY.4
EPI_ISL_1055392|Canada|B.1.1.1	2020-10-14	hCoV-19/Canada/NL-NML-2397/2020	Canada	B.1.1.1
EPI_ISL_1055393|Canada|B.1.356	2020-04-15	hCoV-19/Canada/NL-NML-2398/2020	Canada	B.1.356
EPI_ISL_1055395|Canada|B.1.356	2020-04-24	hCoV-19/Canada/NL-NML-2401/2020	Canada	B.1.356
EPI_ISL_1055401|Canada|B.1.1.1	2020-10-02	hCoV-19/Canada/NL-NML-2411/2020	Canada	B.1.1.1
EPI_ISL_1055407|Canada|B.1.589	2020-07-09	hCoV-19/Canada/NL-NML-2418/2020	Canada	B.1.589
EPI_ISL_1055408|Canada|B.1.441	2020-08-27	hCoV-19/Canada/NL-NML-2419/2020	Canada	B.1.441
EPI_ISL_1055411|Canada|C.16	2020-10-08	hCoV-19/Canada/NL-NML-2423/2020	Canada	C.16
EPI_ISL_1055414|Canada|B.1.1.1	2020-10-09	hCoV-19/Canada/NL-NML-2426/2020	Canada	B.1.1.1
EPI_ISL_1055433|Canada|B.1.1.397	2020-12-18	hCoV-19/Canada/NL-NML-3125/2020	Canada	B.1.1.397
EPI_ISL_1055436|Canada|B.1.1.153	2020-12-14	hCoV-19/Canada/NL-NML-3131/2020	Canada	B.1.1.153
EPI_ISL_1055464|Canada|B.1.1.487	2021-01-04	hCoV-19/Canada/NS-NML-5142/2021	Canada	B.1.1.487
EPI_ISL_1055472|Canada|B.1.1.487	2021-01-03	hCoV-19/Canada/NS-NML-5154/2021	Canada	B.1.1.487
EPI_ISL_1055488|Canada|C.36.1	2020-12-23	hCoV-19/Canada/NS-NML-5190/2020	Canada	C.36.1
EPI_ISL_1055491|Canada|B.1.517	2020-12-21	hCoV-19/Canada/NS-NML-5195/2020	Canada	B.1.517
EPI_ISL_1055502|Canada|B.1.565	2020-12-18	hCoV-19/Canada/NS-NML-5207/2020	Canada	B.1.565
EPI_ISL_1055503|Canada|B.1.298	2020-12-17	hCoV-19/Canada/NS-NML-5210/2020	Canada	B.1.298
EPI_ISL_1055505|Canada|C.36.1	2020-12-16	hCoV-19/Canada/NS-NML-5212/2020	Canada	C.36.1
EPI_ISL_1055511|Canada|B.1.517	2020-12-14	hCoV-19/Canada/NS-NML-5219/2020	Canada	B.1.517
EPI_ISL_1055517|Canada|B.1.517	2020-12-12	hCoV-19/Canada/NS-NML-5226/2020	Canada	B.1.517
EPI_ISL_1055518|Canada|B.1.471	2020-12-12	hCoV-19/Canada/NS-NML-5227/2020	Canada	B.1.471
EPI_ISL_1055531|Canada|B.1.1.157	2020-12-09	hCoV-19/Canada/NS-NML-5242/2020	Canada	B.1.1.157
EPI_ISL_1055551|Canada|B.1.1.157	2020-11-26	hCoV-19/Canada/NS-NML-5351/2020	Canada	B.1.1.157
EPI_ISL_1055595|Canada|B.1.1.157	2020-11-22	hCoV-19/Canada/NS-NML-5410/2020	Canada	B.1.1.157
EPI_ISL_1055600|Canada|B.1.36.8	2020-11-21	hCoV-19/Canada/NS-NML-5416/2020	Canada	B.1.36.8
EPI_ISL_1055642|Canada|B.1.1.317	2020-11-13	hCoV-19/Canada/NS-NML-5463/2020	Canada	B.1.1.317
EPI_ISL_1055654|Canada|B.1.1.317	2020-11-07	hCoV-19/Canada/NS-NML-5477/2020	Canada	B.1.1.317
EPI_ISL_1055660|Canada|B.1.369	2020-10-30	hCoV-19/Canada/NS-NML-5484/2020	Canada	B.1.369
EPI_ISL_1055664|Canada|B.1.1.434	2020-10-28	hCoV-19/Canada/NS-NML-5490/2020	Canada	B.1.1.434
EPI_ISL_1055665|Canada|B.1.1.71	2020-10-25	hCoV-19/Canada/NS-NML-5491/2020	Canada	B.1.1.71
EPI_ISL_1055666|Canada|B.1.509	2020-10-24	hCoV-19/Canada/NS-NML-5492/2020	Canada	B.1.509
EPI_ISL_1055670|Canada|B.1.527	2020-10-16	hCoV-19/Canada/NS-NML-5496/2020	Canada	B.1.527
EPI_ISL_1055671|Canada|B.1.243	2020-10-15	hCoV-19/Canada/NS-NML-5497/2020	Canada	B.1.243
EPI_ISL_1055674|Canada|B.1.1.159	2020-10-08	hCoV-19/Canada/NS-NML-5501/2020	Canada	B.1.1.159
EPI_ISL_1055675|Canada|B.1	2020-09-30	hCoV-19/Canada/NS-NML-5503/2020	Canada	B.1
EPI_ISL_1055678|Canada|B.1.1.291	2020-08-26	hCoV-19/Canada/NS-NML-5509/2020	Canada	B.1.1.291
EPI_ISL_1055683|Canada|B.1.1.291	2020-08-18	hCoV-19/Canada/NS-NML-5517/2020	Canada	B.1.1.291
EPI_ISL_1055686|Canada|B.1.1.291	2020-08-13	hCoV-19/Canada/NS-NML-5520/2020	Canada	B.1.1.291
EPI_ISL_1055688|Canada|B.1.210	2020-07-31	hCoV-19/Canada/NS-NML-5524/2020	Canada	B.1.210
EPI_ISL_1055689|Canada|B.1.36.22	2020-07-29	hCoV-19/Canada/NS-NML-5526/2020	Canada	B.1.36.22
EPI_ISL_1055690|Canada|B.1.582	2020-07-04	hCoV-19/Canada/NS-NML-5529/2020	Canada	B.1.582
EPI_ISL_1055692|Canada|B.1.1.225	2020-06-29	hCoV-19/Canada/NS-NML-5531/2020	Canada	B.1.1.225
EPI_ISL_1055697|Canada|C.34	2020-12-06	hCoV-19/Canada/NS-NML-5538/2020	Canada	C.34
EPI_ISL_1055729|Canada|B.1.177.86	2021-01-11	hCoV-19/Canada/NS-NML-16208/2021	Canada	B.1.177.86
EPI_ISL_1055742|Canada|A.2.5	2021-01-16	hCoV-19/Canada/NS-NML-16224/2021	Canada	A.2.5
EPI_ISL_1055745|Canada|B.1.240	2021-01-18	hCoV-19/Canada/NS-NML-16228/2021	Canada	B.1.240
EPI_ISL_1055752|Canada|B.1.1.432	2021-01-28	hCoV-19/Canada/NS-NML-16241/2021	Canada	B.1.1.432
EPI_ISL_1112780|Canada|B.1.36.31	2021-01-01	hCoV-19/Canada/ON-PHL-21-00468/2021	Canada	B.1.36.31
EPI_ISL_1112782|Canada|B.1.1.7	2021-01-01	hCoV-19/Canada/ON-PHL-21-00086/2021	Canada	B.1.1.7
EPI_ISL_1112789|Canada|B.1.1.7	2021-01-04	hCoV-19/Canada/ON-PHL-21-00083/2021	Canada	B.1.1.7
EPI_ISL_1112793|Canada|AM.4	2021-01-02	hCoV-19/Canada/ON-PHL-21-00427/2021	Canada	AM.4
EPI_ISL_1112797|Canada|B.1.564.1	2021-01-02	hCoV-19/Canada/ON-PHL-21-00464/2021	Canada	B.1.564.1
EPI_ISL_1112803|Canada|C.36.1	2021-01-05	hCoV-19/Canada/ON-PHL-21-00967/2021	Canada	C.36.1
EPI_ISL_1112807|Canada|B.1.36.18	2021-01-02	hCoV-19/Canada/ON-PHL-21-00428/2021	Canada	B.1.36.18
EPI_ISL_1112841|Canada|B.1.36.26	2021-01-12	hCoV-19/Canada/ON-PHL-21-00921/2021	Canada	B.1.36.26
EPI_ISL_1112845|Canada|B.1.564.1	2021-01-10	hCoV-19/Canada/ON-PHL-21-01650/2021	Canada	B.1.564.1
EPI_ISL_1112866|Canada|AM.4	2021-01-11	hCoV-19/Canada/ON-PHL-21-01582/2021	Canada	AM.4
EPI_ISL_1112874|Canada|B.1.36.38	2021-01-02	hCoV-19/Canada/ON-PHL-21-00438/2021	Canada	B.1.36.38
EPI_ISL_1112890|Canada|B.1.311	2021-01-12	hCoV-19/Canada/ON-PHL-21-01661/2021	Canada	B.1.311
EPI_ISL_1112899|Canada|B.1.346	2021-01-03	hCoV-19/Canada/ON-PHL-21-02969/2021	Canada	B.1.346
EPI_ISL_1112901|Canada|B.1.346	2021-01-04	hCoV-19/Canada/ON-PHL-21-00952/2021	Canada	B.1.346
EPI_ISL_1112902|Canada|B.1.311	2021-01-03	hCoV-19/Canada/ON-PHL-21-01721/2021	Canada	B.1.311
EPI_ISL_1112903|Canada|B.1.2	2021-01-03	hCoV-19/Canada/ON-PHL-21-01710/2021	Canada	B.1.2
EPI_ISL_1112908|Canada|B.1.36.38	2021-01-08	hCoV-19/Canada/ON-PHL-21-01696/2021	Canada	B.1.36.38
EPI_ISL_1112911|Canada|B.1.36.33	2021-01-10	hCoV-19/Canada/ON-PHL-21-01667/2021	Canada	B.1.36.33
EPI_ISL_1112915|Canada|B.1.369	2021-01-10	hCoV-19/Canada/ON-PHL-21-01670/2021	Canada	B.1.369
EPI_ISL_1112922|Canada|B.1.346	2021-01-11	hCoV-19/Canada/ON-PHL-21-01671/2021	Canada	B.1.346
EPI_ISL_1164955|Canada|B.1.544	2021-01-25	hCoV-19/Canada/NB-NML-16158/2021	Canada	B.1.544
EPI_ISL_1164958|Canada|B.1.240	2021-01-26	hCoV-19/Canada/NB-NML-16167/2021	Canada	B.1.240
EPI_ISL_1164961|Canada|A.23.1	2021-01-26	hCoV-19/Canada/NB-NML-16171/2021	Canada	A.23.1
EPI_ISL_1164962|Canada|AL.1	2021-01-26	hCoV-19/Canada/NB-NML-16173/2021	Canada	AL.1
EPI_ISL_1182820|Canada|B.1	2020-05-11	hCoV-19/Canada/ON-PHL-20-00218/2020	Canada	B.1
EPI_ISL_1182834|Canada|B.1.422	2020-05-16	hCoV-19/Canada/ON-PHL-20-00289/2020	Canada	B.1.422
EPI_ISL_1182842|Canada|B.1.36.8	2020-12-31	hCoV-19/Canada/ON-PHL-21-00414/2020	Canada	B.1.36.8
EPI_ISL_1182859|Canada|B.1	2020-04-28	hCoV-19/Canada/ON-PHL-20-01644/2020	Canada	B.1
EPI_ISL_1182862|Canada|B.1.1.417	2020-05-02	hCoV-19/Canada/ON-PHL-20-00040-v2/2020	Canada	B.1.1.417
EPI_ISL_1182864|Canada|B.1.167	2020-05-13	hCoV-19/Canada/ON-PHL-20-00264/2020	Canada	B.1.167
EPI_ISL_1182866|Canada|B.1.1.181	2020-07-12	hCoV-19/Canada/ON-PHL-20-01589/2020	Canada	B.1.1.181
EPI_ISL_1182870|Canada|B.1.1.28	2020-12-30	hCoV-19/Canada/ON-PHL-21-00397/2020	Canada	B.1.1.28
EPI_ISL_1182875|Canada|C.16	2021-01-20	hCoV-19/Canada/ON-PHL-21-01885/2021	Canada	C.16
EPI_ISL_1182882|Canada|B.1.389	2020-08-19	hCoV-19/Canada/ON-PHL-20-01848/2020	Canada	B.1.389
EPI_ISL_1182897|Canada|B.1.351	2021-02-03	hCoV-19/Canada/ON-PHL-21-01819/2021	Canada	B.1.351
EPI_ISL_1182906|Canada|B.1.1.417	2020-08-13	hCoV-19/Canada/ON-PHL-20-01846/2020	Canada	B.1.1.417
EPI_ISL_1182909|Canada|B.1.1.7	2021-01-26	hCoV-19/Canada/ON-PHL-21-01473/2021	Canada	B.1.1.7
EPI_ISL_1182932|Canada|B.1.1.434	2021-01-22	hCoV-19/Canada/ON-PHL-21-02134/2021	Canada	B.1.1.434
EPI_ISL_1182933|Canada|B.1.411	2021-01-26	hCoV-19/Canada/ON-PHL-21-02150/2021	Canada	B.1.411
EPI_ISL_1183131|Canada|P.1.14	2021-01-12	hCoV-19/Canada/ON-PHL-21-01756/2021	Canada	P.1.14
EPI_ISL_1183143|Canada|B.1.525	2021-01-21	hCoV-19/Canada/ON-PHL-21-02128/2021	Canada	B.1.525
EPI_ISL_1183149|Canada|B.39	2020-04-27	hCoV-19/Canada/ON-PHL-20-01748/2020	Canada	B.39
EPI_ISL_1183153|Canada|B.1.1.121	2020-07-16	hCoV-19/Canada/ON-PHL-20-01628/2020	Canada	B.1.1.121
EPI_ISL_1183157|Canada|B.1.451	2020-07-18	hCoV-19/Canada/ON-PHL-20-01631/2020	Canada	B.1.451
EPI_ISL_1183162|Canada|B.1.1.329	2020-12-15	hCoV-19/Canada/ON-PHL-21-00396/2020	Canada	B.1.1.329
EPI_ISL_1183194|Canada|B.1.422	2020-04-29	hCoV-19/Canada/ON-PHL-20-01689/2020	Canada	B.1.422
EPI_ISL_1183205|Canada|B.1.167	2020-05-04	hCoV-19/Canada/ON-PHL-20-01701/2020	Canada	B.1.167
EPI_ISL_1183208|Canada|B.1.1	2020-05-04	hCoV-19/Canada/ON-PHL-20-00106/2020	Canada	B.1.1
EPI_ISL_1183230|Canada|B.1.1.121	2020-05-06	hCoV-19/Canada/ON-PHL-20-01739/2020	Canada	B.1.1.121
EPI_ISL_1183261|Canada|B.1	2020-05-09	hCoV-19/Canada/ON-PHL-20-00156/2020	Canada	B.1
EPI_ISL_1183273|Canada|B.1.1.33	2020-05-09	hCoV-19/Canada/ON-PHL-20-00258/2020	Canada	B.1.1.33
EPI_ISL_1183309|Canada|B.1.1.33	2020-05-20	hCoV-19/Canada/ON-PHL-20-01487/2020	Canada	B.1.1.33
EPI_ISL_1183313|Canada|B.1.422	2020-05-21	hCoV-19/Canada/ON-PHL-20-01490/2020	Canada	B.1.422
EPI_ISL_1183315|Canada|B.1.1.121	2020-05-21	hCoV-19/Canada/ON-PHL-20-01470/2020	Canada	B.1.1.121
EPI_ISL_1183321|Canada|B.1	2020-05-22	hCoV-19/Canada/ON-PHL-20-01467/2020	Canada	B.1
EPI_ISL_1183329|Canada|B.1.13	2020-05-22	hCoV-19/Canada/ON-PHL-20-01469/2020	Canada	B.1.13
EPI_ISL_1183330|Canada|B.1.1.1	2020-05-23	hCoV-19/Canada/ON-PHL-20-01472/2020	Canada	B.1.1.1
EPI_ISL_1183337|Canada|B.1.422	2020-05-31	hCoV-19/Canada/ON-PHL-20-01109/2020	Canada	B.1.422
EPI_ISL_1183395|Canada|B.1.1.417	2020-07-07	hCoV-19/Canada/ON-PHL-20-01440/2020	Canada	B.1.1.417
EPI_ISL_1183396|Canada|B.1.1.33	2020-07-07	hCoV-19/Canada/ON-PHL-20-01446/2020	Canada	B.1.1.33
EPI_ISL_1183402|Canada|B.1.1.222	2020-07-10	hCoV-19/Canada/ON-PHL-20-01591/2020	Canada	B.1.1.222
EPI_ISL_1183409|Canada|B.1.270	2020-07-10	hCoV-19/Canada/ON-PHL-20-01584/2020	Canada	B.1.270
EPI_ISL_1183416|Canada|B.1.1.164	2020-07-14	hCoV-19/Canada/ON-PHL-20-01607/2020	Canada	B.1.1.164
EPI_ISL_1183431|Canada|B.1.1.222	2020-07-17	hCoV-19/Canada/ON-PHL-20-01614/2020	Canada	B.1.1.222
EPI_ISL_1183441|Canada|B.1.270	2020-07-17	hCoV-19/Canada/ON-PHL-20-01615/2020	Canada	B.1.270
EPI_ISL_1183442|Canada|B.1.1.306	2020-07-18	hCoV-19/Canada/ON-PHL-20-01660/2020	Canada	B.1.1.306
EPI_ISL_1183449|Canada|B.1.599	2020-08-07	hCoV-19/Canada/ON-PHL-20-01832/2020	Canada	B.1.599
EPI_ISL_1183453|Canada|B.1.582	2020-08-09	hCoV-19/Canada/ON-PHL-20-01838/2020	Canada	B.1.582
EPI_ISL_1183455|Canada|B.1.1	2020-08-10	hCoV-19/Canada/ON-PHL-20-01840/2020	Canada	B.1.1
EPI_ISL_1183456|Canada|B.1.111	2020-08-17	hCoV-19/Canada/ON-PHL-20-01843/2020	Canada	B.1.111
EPI_ISL_1183462|Canada|B.1.2	2020-08-18	hCoV-19/Canada/ON-PHL-20-01852/2020	Canada	B.1.2
EPI_ISL_1183482|Canada|B.1.36.26	2020-12-31	hCoV-19/Canada/ON-PHL-21-00449/2020	Canada	B.1.36.26
EPI_ISL_1183489|Canada|B.1.1.33	2020-05-01	hCoV-19/Canada/ON-PHL-20-01678/2020	Canada	B.1.1.33
EPI_ISL_1183492|Canada|B.1.1.33	2020-05-11	hCoV-19/Canada/ON-PHL-20-00302/2020	Canada	B.1.1.33
EPI_ISL_1183493|Canada|B.1.1.121	2020-05-11	hCoV-19/Canada/ON-PHL-20-00292/2020	Canada	B.1.1.121
EPI_ISL_1183503|Canada|B.1.1	2020-07-10	hCoV-19/Canada/ON-PHL-20-01587/2020	Canada	B.1.1
EPI_ISL_1183506|Canada|B.1.564.1	2020-08-12	hCoV-19/Canada/ON-PHL-20-01859/2020	Canada	B.1.564.1
EPI_ISL_1183511|Canada|B.1.564.1	2020-12-31	hCoV-19/Canada/ON-PHL-21-00432/2020	Canada	B.1.564.1
EPI_ISL_1183528|Canada|B.1.1.1	2020-05-07	hCoV-19/Canada/ON-PHL-20-01724/2020	Canada	B.1.1.1
EPI_ISL_1183547|Canada|B.1.311	2020-12-29	hCoV-19/Canada/ON-PHL-21-01740/2020	Canada	B.1.311
EPI_ISL_1183562|Canada|B.1.1.487	2021-01-26	hCoV-19/Canada/ON-PHL-21-02157/2021	Canada	B.1.1.487
EPI_ISL_1183583|Canada|C.36.1	2021-01-21	hCoV-19/Canada/ON-PHL-21-01863/2021	Canada	C.36.1
EPI_ISL_1229940|Canada|B.1.270	2020-05-26	hCoV-19/Canada/ON-PHL-20-00543/2020	Canada	B.1.270
EPI_ISL_1229947|Canada|B.1.369	2021-01-23	hCoV-19/Canada/ON-PHL-21-01291/2021	Canada	B.1.369
EPI_ISL_1229960|Canada|B.1.1.121	2020-06-19	hCoV-19/Canada/ON-PHL-20-01026/2020	Canada	B.1.1.121
EPI_ISL_1229964|Canada|B.1.422	2020-06-16	hCoV-19/Canada/ON-PHL-20-01015/2020	Canada	B.1.422
EPI_ISL_1229967|Canada|B.1.596	2021-01-22	hCoV-19/Canada/ON-PHL-21-01351/2021	Canada	B.1.596
EPI_ISL_1229989|Canada|B.1.36.8	2021-01-23	hCoV-19/Canada/ON-PHL-21-02948/2021	Canada	B.1.36.8
EPI_ISL_1229996|Canada|B.1.270	2020-05-18	hCoV-19/Canada/ON-PHL-20-00457/2020	Canada	B.1.270
EPI_ISL_1230005|Canada|B.1.36.26	2021-01-27	hCoV-19/Canada/ON-PHL-21-03501/2021	Canada	B.1.36.26
EPI_ISL_1230038|Canada|B.1.1.33	2020-05-29	hCoV-19/Canada/ON-PHL-20-00638/2020	Canada	B.1.1.33
EPI_ISL_1230065|Canada|AM.4	2021-02-02	hCoV-19/Canada/ON-PHL-21-03240/2021	Canada	AM.4
EPI_ISL_1230069|Canada|B.1.1.25	2020-06-01	hCoV-19/Canada/ON-PHL-20-00839/2020	Canada	B.1.1.25
EPI_ISL_1230208|Canada|B.1.1.7	2021-02-08	hCoV-19/Canada/ON-PHL-21-03407/2021	Canada	B.1.1.7
EPI_ISL_1230441|Canada|P.1.14	2021-02-10	hCoV-19/Canada/ON-PHL-21-03793/2021	Canada	P.1.14
EPI_ISL_1230473|Canada|B.1.1.33	2020-06-05	hCoV-19/Canada/ON-PHL-20-00673/2020	Canada	B.1.1.33
EPI_ISL_1230479|Canada|B.1.526	2021-01-23	hCoV-19/Canada/ON-PHL-21-01294/2021	Canada	B.1.526
EPI_ISL_1230484|Canada|B.39	2020-04-14	hCoV-19/Canada/ON-PHL-20-00899/2020	Canada	B.39
EPI_ISL_1230494|Canada|B.1.36.34	2020-06-01	hCoV-19/Canada/ON-PHL-20-00766/2020	Canada	B.1.36.34
EPI_ISL_1230516|Canada|B.1.1.181	2020-06-08	hCoV-19/Canada/ON-PHL-20-00959/2020	Canada	B.1.1.181
EPI_ISL_1230522|Canada|B.1.1.121	2020-06-09	hCoV-19/Canada/ON-PHL-20-00925/2020	Canada	B.1.1.121
EPI_ISL_1230526|Canada|B.1.1.417	2020-06-10	hCoV-19/Canada/ON-PHL-20-00961/2020	Canada	B.1.1.417
EPI_ISL_1230534|Canada|B.1.1.1	2020-06-12	hCoV-19/Canada/ON-PHL-20-00964/2020	Canada	B.1.1.1
EPI_ISL_1230546|Canada|B.1.1	2020-06-16	hCoV-19/Canada/ON-PHL-20-01013/2020	Canada	B.1.1
EPI_ISL_1230547|Canada|B.1.1.232	2020-06-16	hCoV-19/Canada/ON-PHL-20-01007/2020	Canada	B.1.1.232
EPI_ISL_1230556|Canada|B.1.103	2020-06-18	hCoV-19/Canada/ON-PHL-20-01041/2020	Canada	B.1.103
EPI_ISL_1230557|Canada|B.1	2020-06-19	hCoV-19/Canada/ON-PHL-20-01062/2020	Canada	B.1
EPI_ISL_1230582|Canada|B.1.1.222	2020-06-20	hCoV-19/Canada/ON-PHL-20-01080/2020	Canada	B.1.1.222
EPI_ISL_1230590|Canada|B.1.1.33	2020-04-20	hCoV-19/Canada/ON-PHL-20-00969/2020	Canada	B.1.1.33
EPI_ISL_1230604|Canada|B.1.1.222	2020-06-07	hCoV-19/Canada/ON-PHL-20-00886/2020	Canada	B.1.1.222
EPI_ISL_1230606|Canada|B.1	2020-06-10	hCoV-19/Canada/ON-PHL-20-00877/2020	Canada	B.1
EPI_ISL_1230618|Canada|B.1.1.222	2020-06-10	hCoV-19/Canada/ON-PHL-20-00883/2020	Canada	B.1.1.222
EPI_ISL_1230759|Canada|AM.4	2021-01-23	hCoV-19/Canada/ON-PHL-21-01259/2021	Canada	AM.4
EPI_ISL_1230767|Canada|B.1.1.216	2021-01-26	hCoV-19/Canada/ON-PHL-21-02752/2021	Canada	B.1.1.216
EPI_ISL_1230785|Canada|B.1.564.1	2021-01-28	hCoV-19/Canada/ON-PHL-21-02799/2021	Canada	B.1.564.1
EPI_ISL_1230798|Canada|B.1.438.1	2021-01-30	hCoV-19/Canada/ON-PHL-21-03308/2021	Canada	B.1.438.1
EPI_ISL_1230808|Canada|B.1.36.31	2021-02-02	hCoV-19/Canada/ON-PHL-21-03175/2021	Canada	B.1.36.31
EPI_ISL_1230810|Canada|B.1.234	2021-02-02	hCoV-19/Canada/ON-PHL-21-03180/2021	Canada	B.1.234
EPI_ISL_1230816|Canada|B.1.1.343	2021-02-02	hCoV-19/Canada/ON-PHL-21-03199/2021	Canada	B.1.1.343
EPI_ISL_1230825|Canada|B.1.36.26	2021-02-02	hCoV-19/Canada/ON-PHL-21-03217/2021	Canada	B.1.36.26
EPI_ISL_1230838|Canada|B.1.36.22	2021-01-25	hCoV-19/Canada/ON-PHL-21-02778/2021	Canada	B.1.36.22
EPI_ISL_1230878|Canada|B.1.354	2020-06-12	hCoV-19/Canada/ON-PHL-20-00950/2020	Canada	B.1.354
EPI_ISL_1230880|Canada|B.1.1.181	2020-06-20	hCoV-19/Canada/ON-PHL-20-01032/2020	Canada	B.1.1.181
EPI_ISL_1230930|Canada|B.1.1	2020-05-14	hCoV-19/Canada/ON-PHL-20-00339/2020	Canada	B.1.1
EPI_ISL_1230936|Canada|B.1.1.181	2020-05-15	hCoV-19/Canada/ON-PHL-20-00358/2020	Canada	B.1.1.181
EPI_ISL_1230943|Canada|B.1.270	2020-05-16	hCoV-19/Canada/ON-PHL-20-00337/2020	Canada	B.1.270
EPI_ISL_1230952|Canada|B.1.609	2020-05-17	hCoV-19/Canada/ON-PHL-20-00451/2020	Canada	B.1.609
EPI_ISL_1230969|Canada|B.1.1.485	2020-05-24	hCoV-19/Canada/ON-PHL-20-00640/2020	Canada	B.1.1.485
EPI_ISL_1230972|Canada|B.1.167	2020-05-24	hCoV-19/Canada/ON-PHL-20-00577/2020	Canada	B.1.167
EPI_ISL_1230982|Canada|B.1.1.485	2020-05-26	hCoV-19/Canada/ON-PHL-20-00612/2020	Canada	B.1.1.485
EPI_ISL_1230990|Canada|B.1.1.417	2020-05-26	hCoV-19/Canada/ON-PHL-20-00619/2020	Canada	B.1.1.417
EPI_ISL_1230993|Canada|B.1	2020-05-26	hCoV-19/Canada/ON-PHL-20-00584/2020	Canada	B.1
EPI_ISL_1230998|Canada|B.1.486	2020-05-26	hCoV-19/Canada/ON-PHL-20-00647/2020	Canada	B.1.486
EPI_ISL_1230999|Canada|B.1.1.181	2020-05-27	hCoV-19/Canada/ON-PHL-20-00586/2020	Canada	B.1.1.181
EPI_ISL_1231001|Canada|B.1.1.304	2020-05-27	hCoV-19/Canada/ON-PHL-20-00611/2020	Canada	B.1.1.304
EPI_ISL_1231005|Canada|B.1.1.121	2020-05-30	hCoV-19/Canada/ON-PHL-20-00542/2020	Canada	B.1.1.121
EPI_ISL_1231030|Canada|B.1.36.34	2020-05-30	hCoV-19/Canada/ON-PHL-20-00608/2020	Canada	B.1.36.34
EPI_ISL_1231044|Canada|B.1.1.181	2020-06-01	hCoV-19/Canada/ON-PHL-20-00721/2020	Canada	B.1.1.181
EPI_ISL_1231055|Canada|B.1.167	2020-06-01	hCoV-19/Canada/ON-PHL-20-00757/2020	Canada	B.1.167
EPI_ISL_1231067|Canada|B.1.422	2020-06-01	hCoV-19/Canada/ON-PHL-20-00681/2020	Canada	B.1.422
EPI_ISL_1231128|Canada|B.1.1	2020-05-25	hCoV-19/Canada/ON-PHL-20-00616/2020	Canada	B.1.1
EPI_ISL_1231153|Canada|B.1.1.1	2020-05-13	hCoV-19/Canada/ON-PHL-20-00355/2020	Canada	B.1.1.1
EPI_ISL_1231173|Canada|B.1.1.222	2020-05-28	hCoV-19/Canada/ON-PHL-20-00800/2020	Canada	B.1.1.222
